"lid","country","region","provstate","city"
"5690","France","Western Europe","Haute-Garonne","Toulouse"
"5691","France","Western Europe","Hautes-Pyrenees","Lourdes"
"5692","France","Western Europe","Hauts-de-France","Chateau-Thierry"
"5693","France","Western Europe","Herault","Montpellier"
"5694","France","Western Europe","Ile-de-France","Alfortville"
"5695","France","Western Europe","Ile-de-France","Boulogne-Billancourt"
"5696","France","Western Europe","Ile-de-France","Cergy"
"5697","France","Western Europe","Ile-de-France","Creteil"
"5698","France","Western Europe","Ile-de-France","Fontainebleau"
"5699","France","Western Europe","Ile-de-France","Fontenay-sous-Bois"
"5700","France","Western Europe","Ile-de-France","Les Mureaux"
"5701","France","Western Europe","Ile-de-France","Levallois"
"5702","France","Western Europe","Ile-de-France","Massy"
"5703","France","Western Europe","Ile-de-France","Neuilly-sur-Seine"
"5704","France","Western Europe","Ile-de-France","Paris"
"5705","France","Western Europe","Ile-de-France","Saint-Denis"
"5706","France","Western Europe","Ile-de-France","Sarcelles"
"5707","France","Western Europe","Ile-de-France","Veneux-les-Sablons"
"5708","France","Western Europe","Ile-de-France","Versailles"
"5709","France","Western Europe","Ille-et-Vilaine","Rennes"
"5710","France","Western Europe","Ille-et-Vilaine","Saint-Malo"
"5711","France","Western Europe","Indre-et-loire","Joue-les-Tours"
"5712","France","Western Europe","Isere","Voiron"
"5713","France","Western Europe","Languedoc-Roussillon","Bagnols Sur Ceze"
"5714","France","Western Europe","Languedoc-Roussillon","Beziers"
"5715","France","Western Europe","Languedoc-Roussillon","Carcassonne"
"5716","France","Western Europe","Languedoc-Roussillon","Ceret"
"5717","France","Western Europe","Languedoc-Roussillon","Elne"
"5718","France","Western Europe","Languedoc-Roussillon","Herault district"
"5719","France","Western Europe","Languedoc-Roussillon","Homps"
"5720","France","Western Europe","Languedoc-Roussillon","Mende"
"5721","France","Western Europe","Languedoc-Roussillon","Nimes"
"5722","France","Western Europe","Languedoc-Roussillon","Perpignan"
"5723","France","Western Europe","Languedoc-Roussillon","Port-la-Nouvelle"
"5724","France","Western Europe","Limousin","Limoges"
"5725","France","Western Europe","Lower Normandy","Pontorson"
"5726","France","Western Europe","Mayenne","Pre-en-Pail"
"5727","France","Western Europe","Midi-Pyrenees","Auch"
"5728","France","Western Europe","Midi-Pyrenees","Belesta"
"5729","France","Western Europe","Midi-Pyrenees","Bessieres"
"5730","France","Western Europe","Midi-Pyrenees","Cintegabelle"
"5731","France","Western Europe","Midi-Pyrenees","Saint-Juery"
"5732","France","Western Europe","Midi-Pyrenees","Toulouse"
"5733","France","Western Europe","Moselle","Algrange"
"5734","France","Western Europe","Moselle","Marange-Silvange"
"5735","France","Western Europe","Nord","Valenciennes"
"5736","France","Western Europe","Nord-Pas-de-Calais","Henin-Beaumont"
"5737","France","Western Europe","Nord-Pas-de-Calais","Lille"
"5738","France","Western Europe","Nouvelle-Aquitaine","Ayherre"
"5739","France","Western Europe","Nouvelle-Aquitaine","Espelette"
"5740","France","Western Europe","Nouvelle-Aquitaine","Helette"
"5741","France","Western Europe","Nouvelle-Aquitaine","Itxassou"
"5742","France","Western Europe","Nouvelle-Aquitaine","Limoges"
"5743","France","Western Europe","Occitanie","Carcassonne"
"5744","France","Western Europe","Occitanie","Maureilhan"
"5745","France","Western Europe","Occitanie","Muret"
"5746","France","Western Europe","Occitanie","Narbonne"
"5747","France","Western Europe","Occitanie","Ouveillan"
"5748","France","Western Europe","Paris","Paris"
"5749","France","Western Europe","Pays de la Loire","Le Mans"
"5750","France","Western Europe","Pays de la Loire","Nantes"
"5751","France","Western Europe","Pays-de-la-Loire","Angers"
"5752","France","Western Europe","Pays-de-la-Loire","Baule"
"5753","France","Western Europe","Pays-de-la-Loire","Saint-Laurent-sur-Sevre"
"5754","France","Western Europe","Picardy","Chauny"
"5755","France","Western Europe","Picardy","Peronne"
"5756","France","Western Europe","Picardy","Soissons"
"5757","France","Western Europe","Poitou-Charentes","Lezay"
"5758","France","Western Europe","Poitou-Charentes","Poitiers"
"5759","France","Western Europe","Provence-Alpes-Cote d'Azur","Aix-en-Provence"
"5760","France","Western Europe","Provence-Alpes-Cote d'Azur","Aubagne"
"5761","France","Western Europe","Provence-Alpes-Cote d'Azur","Berre L'Etang"
"5762","France","Western Europe","Provence-Alpes-Cote d'Azur","Cagnes-sur-mer"
"5763","France","Western Europe","Provence-Alpes-Cote d'Azur","Cannes"
"5764","France","Western Europe","Provence-Alpes-Cote d'Azur","Carry-le-Rouet"
"5765","France","Western Europe","Provence-Alpes-Cote d'Azur","Draguignan"
"5766","France","Western Europe","Provence-Alpes-Cote d'Azur","Hyeres"
"5767","France","Western Europe","Provence-Alpes-Cote d'Azur","Juan-les-Pins"
"5768","France","Western Europe","Provence-Alpes-Cote d'Azur","La Seyne-sur-Mer"
"5769","France","Western Europe","Provence-Alpes-Cote d'Azur","Mandelieu-la-Napoule"
"5770","France","Western Europe","Provence-Alpes-Cote d'Azur","Marseille"
"5771","France","Western Europe","Provence-Alpes-Cote d'Azur","Marseilles"
"5772","France","Western Europe","Provence-Alpes-Cote d'Azur","Nice"
"5773","France","Western Europe","Provence-Alpes-Cote d'Azur","Orange"
"5774","France","Western Europe","Provence-Alpes-Cote d'Azur","Salon-de-Provence"
"5775","France","Western Europe","Provence-Alpes-Cote d'Azur","Sollies-Pont"
"5776","France","Western Europe","Provence-Alpes-Cote d'Azur","Toulon"
"5777","France","Western Europe","Provence-Alpes-Cote d'Azur","Vitrolles"
"5778","France","Western Europe","Puy-de-Dome","Tours"
"5779","France","Western Europe","Pyrenees-Atlantiques","Bayonne"
"5780","France","Western Europe","Pyrenees-Atlantiques","Biarritz"
"5781","France","Western Europe","Pyrenees-Atlantiques","Ciboure"
"5782","France","Western Europe","Pyrenees-Atlantiques","Hendaye"
"5783","France","Western Europe","Pyrenees-Atlantiques","Saint-Jean-de-Luz"
"5784","France","Western Europe","Pyrenees-Atlantiques","Urrugne"
"5785","France","Western Europe","Rhone","Lyon"
"5786","France","Western Europe","Rhone-Alpes","Aix-les-Bains"
"5787","France","Western Europe","Rhone-Alpes","Annecy"
"5788","France","Western Europe","Rhone-Alpes","Chasse-sur-Rhone"
"5789","France","Western Europe","Rhone-Alpes","Creys-Malville"
"5790","France","Western Europe","Rhone-Alpes","Grenoble"
"5791","France","Western Europe","Rhone-Alpes","Lyon"
"5792","France","Western Europe","Rhone-Alpes","Saint-Quentin-Fallavier"
"5793","France","Western Europe","Rhone-Alpes","Tain L'Hermitage"
"5794","France","Western Europe","Rhone-Alpes","Villefranche-sur-Saone"
"5795","France","Western Europe","Seine-et-Marne","Cesson"
"5796","France","Western Europe","Seine-Saint-Denis","Aubervilliers"
"5797","France","Western Europe","Seine-Saint-Denis","Romainville"
"5798","France","Western Europe","Seine-Saint-Denis","Villepinte"
"5799","France","Western Europe","Unknown","Unknown"
"5800","France","Western Europe","Upper Normandy","Evreux"
"5801","France","Western Europe","Yonne","Saint-Martin-sur-Oreuse"
"5802","France","Western Europe","Yvelines","Versailles"
"5803","French Guiana","South America","Cayenne","Cayenne"
"5804","French Polynesia","Australasia & Oceania","Papeete","Papeete"
"5805","Gabon","Sub-Saharan Africa","Estuaire","Libreville"
"5806","Gabon","Sub-Saharan Africa","Haut-Ogooue","Bakoumba"
"5807","Gambia","Sub-Saharan Africa","Banjul","Banjul"
"5808","Georgia","Central Asia","Abkhazia","Eshera"
"5809","Georgia","Central Asia","Abkhazia","Gagra"
"5810","Georgia","Central Asia","Abkhazia","Gali"
"5811","Georgia","Central Asia","Abkhazia","Gali (District)"
"5812","Georgia","Central Asia","Abkhazia","Gali district"
"5813","Georgia","Central Asia","Abkhazia","K’vabch’ara"
"5814","Georgia","Central Asia","Abkhazia","Kodori Gorge"
"5815","Georgia","Central Asia","Abkhazia","Lata"
"5816","Georgia","Central Asia","Abkhazia","Meore Shelsheleti"
"5817","Georgia","Central Asia","Abkhazia","Mziuri"
"5818","Georgia","Central Asia","Abkhazia","Nabakevi"
"5819","Georgia","Central Asia","Abkhazia","Ochamchira"
"5820","Georgia","Central Asia","Abkhazia","Orsantia"
"5821","Georgia","Central Asia","Abkhazia","Sida"
"5822","Georgia","Central Asia","Abkhazia","Sukhumi"
"5823","Georgia","Central Asia","Abkhazia","Unknown"
"5824","Georgia","Central Asia","Adjara","Kobuleti"
"5825","Georgia","Central Asia","Chkhorotsku","Chkhorotsku"
"5826","Georgia","Central Asia","Georgia","Gori"
"5827","Georgia","Central Asia","Georgia","Tbilisi"
"5828","Georgia","Central Asia","Imereti","Kutaisi"
"5829","Georgia","Central Asia","Kvemo Kartli","Gardabani"
"5830","Georgia","Central Asia","Kvemo Kartli","Kizilajlo"
"5831","Georgia","Central Asia","Kvemo Kartli","Rustavi"
"5832","Georgia","Central Asia","Kvemo Kartli","Sadakhlo"
"5833","Georgia","Central Asia","Mtskheta-Mtianeti","Monasteri"
"5834","Georgia","Central Asia","Racha-Lechkhumi and Kvemo Svaneti","Chordzho"
"5835","Georgia","Central Asia","Samegrelo and Zemo Svaneti","Muzhava"
"5836","Georgia","Central Asia","Samegrelo and Zemo Svaneti","Senaki"
"5837","Georgia","Central Asia","Samegrelo and Zemo Svaneti","Zugdidi"
"5838","Georgia","Central Asia","Samegrelo-Zemo Svaneti","Abastumani"
"5839","Georgia","Central Asia","Samegrelo-Zemo Svaneti","Kanti"
"5840","Georgia","Central Asia","Samegrelo-Zemo Svaneti","Tsalenjikha district"
"5841","Georgia","Central Asia","Samegrelo-Zemo Svaneti","Zugdidi"
"5842","Georgia","Central Asia","Samtskhe-Javakheti","Kartliskari"
"5843","Georgia","Central Asia","Shida Kartli","Avnevi"
"5844","Georgia","Central Asia","Shida Kartli","Dirbi"
"5845","Georgia","Central Asia","Shida Kartli","Dmenisi"
"5846","Georgia","Central Asia","Shida Kartli","Ergneti"
"5847","Georgia","Central Asia","Shida Kartli","Gori"
"5848","Georgia","Central Asia","Shida Kartli","Kaspi"
"5849","Georgia","Central Asia","Shida Kartli","Kvemo Sarabuki"
"5850","Georgia","Central Asia","Shida Kartli","Plavi"
"5851","Georgia","Central Asia","Shida Kartli","Sveri"
"5852","Georgia","Central Asia","Shida Kartli","Tsaghvli"
"5853","Georgia","Central Asia","Shida Kartli","Tskhinvali"
"5854","Georgia","Central Asia","Shida Kartli","Unknown"
"5855","Georgia","Central Asia","South Ossetia","Chorbauli"
"5856","Georgia","Central Asia","South Ossetia","Dvani"
"5857","Georgia","Central Asia","South Ossetia","Ergneti"
"5858","Georgia","Central Asia","South Ossetia","Kvemo-Okona"
"5859","Georgia","Central Asia","South Ossetia","Tskhinvali"
"5860","Georgia","Central Asia","Sukhumi","Pirveli Otobaia"
"5861","Georgia","Central Asia","T'bilisi","Tbilisi"
"5862","Georgia","Central Asia","Tbilisi","Tbilisi"
"5863","Georgia","Central Asia","Unknown","Tsalennijikha"
"5864","Georgia","Central Asia","Zugdidi","Ingiri"
"5865","Georgia","Central Asia","Zugdidi","Zugdidi"
